date,timeofday,Wind,Wind_Direction,Wind_Speed,Gusts,Variable_Winds,Temperature,Dewpoint,rhum,hourly,sixhourly,dayprecip,solid,liquid
2019-08-01 00:00:31,0.0003587962962962963,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 00:10:31,0.00730324074074074,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 00:20:31,0.014247685185185184,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 00:30:31,0.02119212962962963,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 00:40:31,0.028136574074074074,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 00:50:31,0.03508101851851852,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 01:00:31,0.042025462962962966,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 01:10:31,0.048969907407407406,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 01:20:31,0.055914351851851854,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 01:30:31,0.0628587962962963,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 01:40:31,0.06980324074074074,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 01:50:31,0.07674768518518518,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 02:00:31,0.08369212962962963,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 02:10:31,0.09063657407407408,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 02:20:31,0.09758101851851853,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 02:30:31,0.10452546296296296,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 02:40:31,0.1114699074074074,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 02:50:31,0.11841435185185185,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 03:00:31,0.1253587962962963,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 03:10:31,0.13230324074074074,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 03:20:31,0.13924768518518518,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 03:30:31,0.14619212962962963,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 03:40:31,0.15313657407407408,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 03:50:31,0.16008101851851853,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 04:00:31,0.16702546296296297,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 04:10:31,0.17396990740740742,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 04:20:31,0.18091435185185184,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 04:30:31,0.1878587962962963,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 04:40:31,0.19480324074074074,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 04:50:31,0.20174768518518518,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 05:00:31,0.20869212962962963,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 05:10:31,0.21563657407407408,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 05:20:31,0.22258101851851853,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 05:30:31,0.22952546296296297,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 05:40:31,0.23646990740740742,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 05:50:31,0.24341435185185184,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 06:00:31,0.2503587962962963,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 06:10:31,0.25730324074074074,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 06:20:31,0.2642476851851852,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
2019-08-01 06:30:31,0.27119212962962963,0,0,0,0,0,12,11,nan,nan,nan,nan,0,0
