date,timeofday,Wind,Wind_Direction,Wind_Speed,Gusts,Variable_Winds,Temperature,Dewpoint,rhum,hourly,sixhourly,dayprecip,solid,liquid
2006-04-01 00:00:35,0.0004050925925925926,1,350,11,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 00:10:31,0.00730324074074074,1,350,12,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 00:20:31,0.014247685185185184,1,350,9,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 00:30:31,0.02119212962962963,1,340,7,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 00:40:31,0.028136574074074074,1,330,8,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 00:50:31,0.03508101851851852,1,320,7,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 01:00:31,0.042025462962962966,1,340,8,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 01:10:31,0.048969907407407406,1,350,9,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 01:20:31,0.055914351851851854,1,350,12,1,0,3,1,82,nan,nan,nan,0,0
2006-04-01 01:30:31,0.0628587962962963,1,350,9,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 01:40:31,0.06980324074074074,1,350,9,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 01:50:31,0.07674768518518518,1,340,10,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 02:00:31,0.08369212962962963,1,350,10,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 02:10:31,0.09063657407407408,1,350,8,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 02:20:31,0.09758101851851853,1,350,9,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 02:30:31,0.10452546296296296,1,340,10,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 02:40:31,0.1114699074074074,1,360,8,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 02:50:31,0.11841435185185185,1,350,11,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 03:00:31,0.1253587962962963,1,360,7,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 03:10:31,0.13230324074074074,1,350,6,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 03:20:31,0.13924768518518518,1,350,7,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 03:30:31,0.14619212962962963,1,350,9,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 03:40:31,0.15313657407407408,1,350,6,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 03:50:31,0.16008101851851853,1,10,9,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 04:00:31,0.16702546296296297,1,360,7,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 04:10:31,0.17396990740740742,1,360,7,0,0,3,1,82,nan,nan,nan,0,0
2006-04-01 04:20:31,0.18091435185185184,1,360,5,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 04:30:31,0.1878587962962963,1,350,5,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 04:40:31,0.19480324074074074,1,350,5,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 04:50:31,0.20174768518518518,1,360,5,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 05:00:31,0.20869212962962963,1,360,4,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 05:10:31,0.21563657407407408,1,360,5,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 05:20:31,0.22258101851851853,1,350,4,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 05:30:31,0.22952546296296297,1,350,4,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 05:40:31,0.23646990740740742,1,360,4,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 05:50:31,0.24341435185185184,1,10,3,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 06:00:31,0.2503587962962963,1,350,3,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 06:10:31,0.25730324074074074,1,350,4,0,0,3,0,82,nan,nan,nan,0,0
2006-04-01 06:20:31,0.2642476851851852,1,20,5,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 06:30:31,0.27119212962962963,1,40,4,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 06:40:31,0.27813657407407405,1,50,4,0,0,3,1,85,nan,nan,nan,0,0
2006-04-01 06:50:31,0.2850810185185185,0,50,4,0,0,3,1,-300,nan,nan,nan,0,0
2006-04-01 07:00:31,0.29202546296296295,0,50,4,0,0,3,1,-300,nan,nan,nan,0,0
2006-04-01 07:15:31,0.30244212962962963,0,50,4,0,0,3,1,-300,nan,nan,nan,0,0
2006-04-01 07:25:31,0.30938657407407405,0,50,4,0,0,3,1,-300,nan,nan,nan,0,0
2006-04-01 07:35:31,0.3163310185185185,0,50,4,0,0,3,1,-300,nan,nan,nan,0,0
